token,top_anchors
yty,"n_rays(npmi=+0.32, n=1) | has_radial_symmetry(npmi=+0.14, n=4) | has_circular_structure(npmi=+0.12, n=4)"
{ch'}ckhy,"n_pipes(npmi=+0.43, n=2) | n_pools(npmi=+0.40, n=2) | n_nymphs(npmi=+0.38, n=2)"
{ch'}e@152;y,"n_pools(npmi=+0.83, n=10) | n_nymphs(npmi=+0.79, n=10) | has_water(npmi=+0.78, n=10)"
{ch'}eckhy,"n_nymphs(npmi=+0.61, n=4) | has_water(npmi=+0.60, n=4) | has_human_figure(npmi=+0.49, n=4)"
{ch'}edy,"n_nymphs(npmi=+0.67, n=12) | has_water(npmi=+0.65, n=12) | n_pools(npmi=+0.66, n=11)"
{ch'}eedy,"n_nymphs(npmi=+0.62, n=10) | has_water(npmi=+0.61, n=10) | n_pipes(npmi=+0.59, n=8)"
{ch'}eey,"n_pipes(npmi=+0.40, n=4) | n_paragraphs(npmi=+0.35, n=5) | n_decorative_motifs(npmi=+0.34, n=5)"
{ch'}eol,"n_pools(npmi=+0.30, n=3) | has_human_figure(npmi=+0.24, n=4) | n_nymphs(npmi=+0.27, n=3)"
{ch'}ey,"n_nymphs(npmi=+0.51, n=10) | has_water(npmi=+0.50, n=10) | has_human_figure(npmi=+0.44, n=12)"
{ch'}ol,"has_human_figure(npmi=+0.26, n=3) | n_pools(npmi=+0.28, n=2) | branching_depth(npmi=+0.39, n=1)"
{ch'}y,"n_flowers_visible(npmi=+0.41, n=1) | branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1)"
{cthh}y,"has_marginal_annotation(npmi=+0.44, n=1) | n_visual_text_columns(npmi=+0.31, n=1) | n_pipes(npmi=+0.14, n=1)"
